MID,C2_B6.1_Tfh_007,C2_B6.2_Tfh_008,C2_B6.4_Tfh_009,C2_B6.6_Tfh_010,C2_B6.7_Tfh_011,C2_B6.8_Tfh_012,C2_B6.1_Tn_001,C2_B6.2_Tn_002,C2_B6.4_Tn_003,C2_B6.6_Tn_004,C2_B6.7_Tn_005,C2_B6.8_Tn_006,C1_B6.1_Tfh_004,C1_B6.1_Tn_001,C1_B6.2_Tfh_005,C1_B6.2_Tn_002,C1_B6.3_Tfh_006,C1_B6.3_Tn_003,C1_TC.1_Tfh_010,C1_TC.1_Tn_007,C1_TC.2_Tfh_011,C1_TC.2_Tn_008,C1_TC.2_Tn_009,C1_TC.3_Tfh_012,C2_TC.1_Tfh_018,C2_TC.2_Tfh_019,C2_TC.3_Tfh_020,C2_TC.4_Tfh_021,C2_TC.1_Tn_013,C2_TC.2_Tn_014,C2_TC.3_Tn_015,C2_TC.4_Tn_016,TC_Tfh_geoMean,B6_Tfh_geoMean,TC_Tn_geoMean,B6_Tn_geoMean,log2FC_Tfh_TCvsB6,log2FC_Tn_TCvsB6,log2FC_TC_TfhvsTn,log2FC_B6_TfhvsTn,ttest_pval_B6_TfhvsB6_Tn,ttest_tscore__B6_TfhvsB6_Tn,padj_lim_ttest_tscore__B6_TfhvsB6_Tn,ttest_pval_TC_TfhvsB6_Tfh,ttest_tscore__TC_TfhvsB6_Tfh,padj_lim_ttest_tscore__TC_TfhvsB6_Tfh,ttest_pval_TC_TfhvsTC_Tn,ttest_tscore__TC_TfhvsTC_Tn,padj_lim_ttest_tscore__TC_TfhvsTC_Tn,ttest_pval_TC_TnvsB6_Tn,ttest_tscore__TC_TnvsB6_Tn,padj_lim_ttest_tscore__TC_TnvsB6_Tn,ftest_pval,ftest_fscore,padj_lim_ftest_fscore,X2wayAnova_pval,padj_lim_X2wayAnova_pval
MID_21,7.6724253419715,7.53138146051631,7.85174904141606,7.6724253419715,7.91288933622996,8.04439411935845,7.74146698640115,8.01680828768655,7.74819284958946,7.442943495848731,7.82654848729092,7.92481250360578,9.59991284218713,7.32192809488736,7.679480099505451,8.76818432477693,8.924812503605779,8.83605035505807,6.02236781302845,8.10328780841202,7.65105169117893,8.51569983828404,8.5077946401987,8.317412613764871,7.48381577726426,7.25738784269265,7.25738784269265,8.939579214314689,7.8201789624151905,7.209453365628951,8.10852445677817,7.189824558880019,7.5612861135623595,8.09883000964024,7.9221090900853,7.9585483761272195,-0.537543896077879,-0.0364392860419178,-0.36082297652294004,0.140281633513021,0.636520192,0.481730647,0.9662466820000001,0.203098523,-1.3352557170000001,0.487909146,0.38937809100000004,-0.893071005,0.7268994209999999,0.8946793479999999,-0.134812224,0.952426245,0.473822605,0.858949795,0.7043379117236841,0.310252786,0.8214356903720931
MID_22,11.258566033889899,11.172427508645502,11.078817949962001,11.4958550268872,10.9285183752579,7.888743248898259,12.2842457498297,9.33315535031062,7.2288186904958796,7.59245703726808,7.33091687811462,8.330916878114621,12.0323901688665,11.3409627642517,12.195679785495999,10.993646060016598,10.8564255286255,11.6013065261218,9.6582114827518,10.398743691938199,9.758223214726721,11.1000052244227,11.345405246717801,11.0887882387169,8.78135971352466,8.01122725542325,11.0188956211216,12.335669486946099,8.04439411935845,7.32192809488736,10.4231159101471,7.6724253419715,10.093196430458699,10.989713736280999,9.47228823277759,9.55960288161373,-0.896517305822245,-0.0873146488361467,0.620908197681139,1.43011085466724,0.08993758800000001,1.80493644,0.383964319,0.21098773899999998,-1.310900716,0.487909146,0.484089451,0.72206302,0.7676275579999999,0.928588313,-0.091247958,0.95469629,0.229813708,1.5248135859999998,0.463805847054545,0.49711181200000004,0.929192608946809
MID_23,8.19967234483636,5.5235619560570095,7.357552004618079,7.10852445677817,7.12928301694497,6.93073733756289,7.11894107272351,5.97727992349992,6.02236781302845,6.5235619560570095,6.5698556083309505,6.1699250014423095,7.622051819456379,6.8201789624151905,6.95419631038687,7.03342300153745,7.467605550082999,6.5849625007211605,5.75488750216347,6.2479275134435905,8.640244936222349,6.3037807481770995,7.10852445677817,7.97727992349992,7.49185309632967,8.455327220304559,7.894817763307941,7.643856189774719,6.5235619560570095,6.14974711950468,5.78135971352466,6.08746284125034,7.69403809022895,7.143687199635969,6.31462347839079,6.53561064886177,0.550350890592978,-0.220987170470979,1.37941461183815,0.608076550774198,0.044235181,2.183531245,0.258426583,0.20843008100000002,1.318715019,0.487909146,0.004204058,3.522497791,0.042422764,0.309742996,-1.053980513,0.764977885,0.001596935,6.626495713,0.0137076034615385,0.10980504599999999,0.7724887977692309
MID_24,8.94251450533924,9.17990909001493,9.19475685442225,9.06877827798541,9.14720492494223,8.857980995127571,8.317412613764871,9.328674927327949,8.087462841250339,8.7176764230664,8.658211482751799,8.7176764230664,8.34429590791582,8.4262647547021,8.53138146051631,7.515699838284039,8.204571144249199,7.312882955284361,8.37068740680722,7.90086680798075,7.19967234483636,7.65821148275179,7.546894459887639,7.159871336778389,8.99717948093762,8.658211482751799,9.82654848729091,9.34207466799914,8.24792751344359,7.8008998999203,7.894817763307941,7.97727992349992,8.507749315343059,8.83015479561255,7.86098540725599,8.34244025105536,-0.32240548026949,-0.481454843799369,0.646763908087072,0.487714544557193,0.06363576900000001,1.992717118,0.295884019,0.393330925,-0.8807333209999999,0.662517494,0.127500773,1.637320567,0.36471113,0.075966827,-1.9163368490000001,0.648639835,0.03585381,3.269582417,0.1243679034375,0.722857448,0.929192608946809
MID_25,9.41151098801207,9.94982671075911,9.49385544924082,10.1959872980285,9.59058704991503,9.361943773735241,9.1873520732005,9.95419631038687,9.087462841250339,9.28771237954945,9.199672344836358,9.328674927327949,9.19721669311005,8.39231742277876,9.55074678538324,8.37068740680722,9.15987133677839,8.909893083770038,9.290018846932618,8.66533591718518,9.33091687811462,8.7279204545632,8.4178525148859,9.025139562278511,9.36413465500805,9.15228484230658,9.05256805080415,9.594324603924848,9.04984854945056,8.79116288855502,8.640244936222349,8.52356195605701,9.25848391990991,9.54572734277361,8.68798960241703,9.079774309989721,-0.28724342286369603,-0.39178470757269107,0.570494317492882,0.465953032783887,0.031476508,2.357317887,0.218368272,0.06678042299999999,-1.987589091,0.265386423,0.000184476,5.312711688,0.003412798,0.067017229,-1.985643215,0.648639835,0.00034269300000000003,8.559189961,0.00345808390909091,0.672326267,0.929192608946809
MID_26,12.7471439981867,12.413363481211,12.8759412884976,13.4179843340683,13.380731612683,13.357277074642802,14.0400328080091,14.8243124051845,13.8593406539675,13.817383427897198,13.5386739530827,13.6281037367695,12.8452940192788,14.301924824361599,13.274378153246401,14.760148161064901,12.967046090863098,14.456931890948999,13.209148710355699,13.142585748356302,12.864573081773601,11.7047682393626,13.154185209265302,12.4178525148859,12.9621730311097,13.4338462084428,13.6249096608902,12.6066365435795,15.2833054356638,15.283884163060998,14.157899525738499,14.7684945039534,13.017019964433901,13.0310177836308,13.927874689343,14.1363168734762,-0.0139978191969057,-0.208442184133258,-0.910854724909035,-1.1052990898453898,3.64e-05,-5.6470836989999995,0.00080788,0.943791497,-0.071781093,0.9781773779999999,0.11038805900000001,-1.723785973,0.356900376,0.666874753,-0.439687455,0.8708599709999999,0.004332433,5.476098776000001,0.028288239,0.707310268,0.929192608946809
MID_27,9.92925840863697,10.3955341354623,10.5117526537674,10.1823943534045,10.045759661382698,10.140829770773,9.08480838780436,10.228818690495899,8.60733031374961,9.39874369193819,9.04165915163721,9.53915881110803,9.831307243802051,7.9943534368588605,10.447083226209699,10.697836357962402,10.0389189892923,9.41996017784789,11.6987046667703,9.754887502163472,10.882643049361802,9.560332834212439,9.754887502163472,10.7185328760692,9.63662462054365,9.294620748891631,10.737247343027699,8.87958324961278,8.78463484555752,8.876516946565,9.044394119358449,8.744833837499549,10.263993793468199,10.1692042714145,9.21721251250284,9.33474100215582,0.094789522053631,-0.11752848965298099,1.04678128096533,0.834463269258718,0.008790774,2.9827106810000004,0.096682031,0.7876932259999999,0.274521502,0.915859731,0.028004499,2.49826288,0.176646539,0.7360027020000001,-0.343939741,0.897761537,0.006677875,5.000338345,0.0352973392857143,0.665422628,0.929192608946809
MID_28,8.19967234483636,8.348728154231079,8.13955135239879,8.700439718141089,8.23840473932508,7.95419631038687,7.7681843247769296,8.56605403817109,7.39231742277876,8.16992500144231,8.005624549193879,7.400879436282179,7.4178525148859,7.93663793900257,7.6366246205436505,7.96000193206808,7.209453365628951,8.38801728534514,7.10852445677817,7.266786540694901,6.882643049361839,6.90689059560852,7.098032082960531,6.6724253419715,7.8008998999203,7.312882955284361,7.96000193206808,8.27146302790437,7.49185309632967,7.2479275134435905,7.159871336778389,7.25738784269265,7.4298343804698,7.982769235597531,7.20410700121546,7.95418243656233,-0.5529348551277281,-0.7500754353468629,0.225727379254339,0.028586799035203996,0.892008692,0.13794026,0.979256638,0.057637663,-2.06801447,0.265386423,0.35480545700000005,0.962475106,0.703275102,0.00040744,-4.606441529,0.045225838,0.002524434,6.089194335,0.0186808116,0.5339757589999999,0.929192608946809
MID_29,11.1305705628054,11.0478055540076,9.652844973001981,10.4210128557792,9.41996017784789,11.274378153246401,10.4460494067166,12.414156679274098,11.12153351734,9.44086916761087,11.9719027460455,10.2384047393251,9.700439718141089,7.554588851677639,7.43462822763672,10.2807707701306,10.0593444608244,10.935165049603699,11.540128038582099,9.250298417906329,11.2057932493972,9.77643303244473,9.18239435340453,9.98013957763916,11.5598550415136,11.709083812550302,12.3381792499001,10.657318449581302,12.227014193649099,11.793603309279401,12.414156679274098,10.6635581042173,11.2843567741663,10.0156649648101,10.758208298596498,10.4892712141916,1.26869180935618,0.268937084404943,0.526148475569748,-0.473606249381485,0.45566741899999996,-0.764551759,0.8720531640000001,0.028300224,2.445268471,0.22438034399999998,0.39946724899999997,0.873626685,0.7268994209999999,0.711684498,0.37719543899999997,0.897761537,0.250990036,1.4443464990000001,0.47282228633898293,0.26649972,0.7724887977692309
MID_30,11.1072170755914,10.8177831217745,11.178042328864802,10.964340867792401,10.5459297690855,11.104598753564401,10.847840355630698,10.728770849542698,10.6339034093485,10.4481163054095,10.6402449362223,10.4314976042581,13.2724839919349,12.9188632372746,12.6418259720418,12.656871725614,12.5910547740368,12.9828153651899,11.998237821888,11.5245417150358,11.8029201985853,11.0586682503406,12.9856640790187,12.905763049602802,10.6715410667119,10.3487281542311,10.2992080183873,11.326991174900801,10.4888443464573,9.81378119121704,10.616548843779,10.026523442519801,11.3361984977582,11.580364072742901,10.930653124052599,11.3654359764989,-0.244165574984775,-0.434782852446315,0.405545373705564,0.214928096244025,0.6713141579999999,0.43227064,0.979256638,0.626412297,-0.497713329,0.8479483529999999,0.47264399799999995,0.741515686,0.7676275579999999,0.447960023,-0.780733487,0.764977885,0.672112713,0.519824783,0.8318342506451608,0.799177303,0.9337755856105259
MID_31,13.8101699376647,11.8435285346111,13.0129736483745,13.637190894068599,13.613904544043601,13.3951324383858,14.533208042369402,15.113335211365099,15.302781701267099,14.1760952140379,14.6768936869377,14.6271348538961,12.875173386927399,15.805240049886699,14.0179393014958,15.7612395567062,14.4187091243578,15.6770038415564,14.8076064861729,15.2094152872379,15.900371551110402,16.0273660940731,15.148635460548698,15.1791315663955,14.078734574053,14.782127989946899,14.160028965299801,13.5412176417361,15.4217361265575,15.152680958571901,14.6353213473088,15.199518988998802,14.635602682102098,13.402746867769899,15.256382037613802,15.0747702397803,1.23285581433218,0.181611797833519,-0.620779355511706,-1.67202337201037,8.609999999999999e-05,-5.2090453189999995,0.0015921989999999999,0.006509437,3.193085731,0.103221066,0.08866817699999999,-1.8526998630000002,0.317489278,0.506731406,0.681404599,0.773482419,1.07e-05,13.74446481,0.00019795,0.033160363,0.568612453285714
MID_32,18.3022149698841,18.6818800739602,18.576262894536,18.1279087027366,18.6786998490751,18.563382497061102,18.656166457835397,16.822969090453302,18.572474491705503,18.8506202746449,18.7168495975259,18.6916344842892,18.4922365743147,18.5245646701587,18.836611332415103,18.213479239701602,18.6100407667727,18.539067912639602,18.2350231950408,19.072904566949397,18.2173519052703,18.6576708451015,18.555345552501898,18.484020404811897,18.4590152980197,18.568074869523198,18.3179557481,17.962800006183897,18.0270744626912,18.6121521828546,18.5972232939925,18.794799767310298,18.3206059181357,18.541026406750603,18.616738667343103,18.398647357661602,-0.22042048861493804,0.21809130968147303,-0.29613274920737703,0.14237904908903304,0.521847191,0.654883235,0.904488031,0.05582233,-2.08536949,0.265386423,0.058995963,-2.0859646030000003,0.251867379,0.409932609,0.8494305740000001,0.764977885,0.46606692299999997,0.87445525,0.7043379117236841,0.125491146,0.7724887977692309
MID_33,10.9270371687203,11.369597346278699,10.879583249612802,11.197216693110098,10.9008668079807,11.1522848423066,10.789533644970401,11.6537407787066,10.728770849542698,10.9255544398736,10.7829982089204,10.8587580999354,10.243173983473001,8.654636028527971,9.53915881110803,9.64385618977473,9.78135971352466,9.654636028527971,8.44294349584873,9.60917873814198,9.4858293087019,9.44501484586842,8.864186144654278,9.019590728357882,11.0498485494506,10.5362472156881,11.400879436282198,11.133142212400598,10.667998535672501,10.611024797307401,10.800090987625001,10.5077946401987,10.152640135247099,10.6655865129016,10.0721840984955,10.4102760298644,-0.512946377654501,-0.33809193136894,0.0804560367516771,0.255310483037238,0.504184627,0.683313104,0.904488031,0.2810469,-1.121248204,0.611362159,0.880639862,0.153390135,0.975291111,0.442112436,-0.791046875,0.764977885,0.530200875,0.7524369129999999,0.7162013832857141,0.782073447,0.929192608946809
MID_34,13.484948734468201,12.124767535822501,12.7315311764619,13.6914163898004,13.293327946956401,12.8780509127285,13.339293300180099,13.678049891165399,12.971004598073401,12.766735939530001,13.144976824050099,12.6792601597168,15.297561146930699,13.943522133904901,13.870461050170801,13.9224914904585,13.328113894833699,14.8317525735046,13.311890193850601,12.9812104882717,12.047123912114,13.735344469539001,14.294261753433302,13.8815919750067,13.1788204395794,12.6479080742818,12.5107641679179,13.4100537870756,12.9695663972905,11.6595499968799,12.8925428166486,13.0103532655493,12.998307507118001,13.4111309764637,13.077547026801698,13.4752318789538,-0.41282346934566794,-0.39768485215200894,-0.0792395196837496,-0.0641009024900914,0.866208497,-0.17120571199999998,0.979256638,0.31422209999999995,-1.043901317,0.62680083,0.841680235,-0.204120418,0.975291111,0.308355663,-1.05712403,0.764977885,0.527106325,0.758026605,0.7162013832857141,0.9780695759999999,0.9940521459999999
MID_35,9.81217730551445,8.751544059089099,9.087462841250339,9.025139562278511,8.968666793195212,9.202123823830462,10.4807902010958,9.511752653767381,8.957102041562289,8.27146302790437,9.42836017270429,9.58683978796183,9.03342300153745,9.15987133677839,9.49185309632967,9.58871463558226,9.24555270625568,8.63662462054365,9.38370429247405,8.42206476617281,8.977279923499921,8.11374216604919,8.01680828768655,8.75488750216347,9.13442632022093,9.07681559705083,9.23601419190008,9.216745858195312,9.098032082960529,8.92777796208234,8.204571144249199,8.82654848729091,9.11141052650066,9.17977146547565,8.51564927092736,9.29127983087781,-0.0683609389749957,-0.7756305599504449,0.595761255573292,-0.11150836540215699,0.644164455,-0.47076231,0.9662466820000001,0.625024904,-0.499733405,0.8479483529999999,0.00634482,3.299653592,0.058689587,0.015568398999999998,-2.752499013,0.432023083,0.009168549,4.660085351,0.042884091500000006,0.031935409,0.568612453285714
MID_36,14.988729060322099,14.4099875156848,14.6344140275723,14.6679431145465,14.176718576744099,14.8249587405285,14.3744961456915,14.713655008236302,14.362902693704697,14.1852626124032,14.115775219344801,14.0809007832301,13.5958402237282,14.8009504418825,14.819929581238599,14.831109275357,14.5261324056284,13.1077074823858,15.3033169910046,14.438272056124802,14.7553570530353,14.6581556843708,14.3826240265749,14.7346037848415,14.8112241540367,14.8647181564423,14.7419935750995,14.994927925265902,14.911345170655999,14.571278618514599,15.035830072835,14.112683845005698,14.8865916628179,14.516072582888201,14.587169924868801,14.2858621846929,0.37051907992976896,0.3013077401759339,0.299421737949126,0.23021039819529102,0.32178126,1.022446073,0.761981768,0.051777400999999994,2.125996368,0.265386423,0.057515897999999996,2.100284269,0.251867379,0.20478995,1.329970672,0.764977885,0.047999344000000006,2.986027623,0.152226490971429,0.8104359990000001,0.9370666238437501
MID_37,9.56414948998573,8.870364719583401,8.65105169117893,8.909893083770038,9.29232163280204,8.54303182025524,9.64205169292798,9.511752653767381,8.04984854945056,7.59245703726808,8.43045255166553,8.299208018387281,6.614709844115209,7.43462822763672,7.25738784269265,7.39231742277876,7.66533591718518,8.668884984266251,8.35314682549808,10.6220518194564,6.28540221886225,7.400879436282179,6.5999128421871305,8.35755200461808,9.56605403817109,8.55458885167764,8.56605403817109,10.8025163651212,8.55074678538324,8.1548181090521,7.98868468677217,8.31288295528435,8.64075919173135,8.37424956017427,8.23285380491679,8.33573345979428,0.266509631557083,-0.102879654877489,0.40790538681455896,0.0385161003799865,0.929678115,0.08964984699999999,0.979256638,0.656785417,0.45400277,0.870485348,0.570064412,0.583955921,0.8150773720000001,0.84540172,-0.198637901,0.952426245,0.9108788590000001,0.17729663399999998,0.9538448429150941,0.640685618,0.929192608946809
MID_38,11.0980320829605,12.0944076330812,11.3896313392605,11.543998450134499,10.966505451905698,11.5703301010308,11.170551035316699,11.7151040092362,11.147840893672301,11.3837042924741,11.434106928610001,11.4767462039395,9.73131903102506,9.079484783826821,10.4335854411505,9.33315535031062,9.5352753766208,9.16741814583174,11.4599438483749,8.74146698640115,9.8811139606751,9.33315535031062,9.07146236255662,9.80574387215162,10.784634845557498,10.3944626946103,10.904634621668198,10.6555307231556,11.135709286104401,10.471675214392,10.7548875021635,10.211888294546,10.5551520808848,10.929231656352199,9.96003499949633,10.6564568492464,-0.3740795754674339,-0.696421849750099,0.5951170813884251,0.27277480710576,0.569695311,0.580452276,0.943823575,0.344458114,-0.9784494429999999,0.62680083,0.172044759,1.452354982,0.44411554200000003,0.20166425600000001,-1.3397651720000001,0.764977885,0.221695888,1.5576489919999998,0.455708214222222,0.621295582,0.929192608946809
MID_39,10.1959872980285,9.06608919045777,9.43879185257826,9.77643303244473,9.560332834212439,10.129283016945,9.84235034341381,10.4878400338231,10.045759661382698,9.43462822763673,9.829722735086062,9.70217268536555,7.882643049361839,9.48381577726426,9.370687406807221,9.4178525148859,9.39231742277876,9.14720492494223,9.957102041562289,8.66533591718518,9.2240016741981,8.83605035505807,8.581200581924959,9.700439718141089,9.968666793195212,10.1331422124006,9.76487159073609,10.3140167039014,10.4231159101471,10.0953970227926,10.5166849493096,9.82017896241519,9.866034390590679,9.42361834484606,9.56256624269038,9.71014965597781,0.44241604574462196,-0.147583413287427,0.303468147900297,-0.286531311131752,0.294073071,-1.084829823,0.7488340920000001,0.143191882,1.5510689659999999,0.40754612700000004,0.398107572,0.876227447,0.7268994209999999,0.649751505,-0.46404113700000005,0.858600203,0.504072059,0.800525705,0.7162013832857141,0.17818508600000002,0.7724887977692309
MID_40,14.7196561996038,13.2462952535163,14.6362280967849,14.746619286400302,13.2739412597768,13.814782715062098,14.441193478063099,14.227239879225,14.464928580385498,13.741256297092098,13.9684868050419,14.1841779957389,13.434888806530399,12.641148597411199,12.6752954990941,12.529430554146199,12.3567270574646,12.957464846805198,11.8447057644119,11.6497052654714,11.1273495410591,12.072802534544198,12.5355183977687,12.262682142362198,14.527415915037901,13.7032547337481,13.645095473397,14.5817890287418,14.5176078803833,13.5322341531815,13.778179823420201,13.4411286218047,13.098898942679698,13.6560482415815,13.0753109537963,13.6839252259899,-0.557149298901754,-0.608614272193616,0.0235879888834418,-0.0278769844084206,0.944229964,-0.071060865,0.9795282809999999,0.33794278200000005,-0.9921941329999999,0.62680083,0.97129298,0.036744413,0.977151674,0.194701569,-1.362033123,0.764977885,0.46261666700000004,0.8814268470000001,0.7043379117236841,0.9433380570000001,0.9940521459999999
MID_41,16.590674759739098,15.777178246090699,16.184875342908303,16.4124706118002,16.335652042762497,16.359148998619197,16.1487744647715,16.5570448092836,16.2872253877887,15.871809003457,15.9917432643491,15.967046090863098,15.7640422173066,17.0803803567521,16.9346353624594,16.945043692732,17.047315656450902,16.7131045431843,17.1545412495585,16.4195652255141,17.6775957785767,17.0918485647326,16.3721678882865,17.2196223170712,16.8026551956249,16.954275841849,16.4991918931408,16.8343599400156,16.7573118716874,16.3672611632154,16.9606807515606,16.616491410508402,17.020320316548098,16.3784436931263,16.6550466965007,16.395796845909,0.641876623421794,0.259249850591672,0.365273620047383,-0.0173531527827393,0.9351459790000001,-0.08266153700000001,0.979256638,0.008519381999999999,3.0576552710000002,0.118206425,0.065319371,2.0283375830000003,0.265167295,0.205941166,1.3263936859999998,0.764977885,0.01349945,4.253906148,0.0554977388888889,0.192956727,0.7724887977692309
MID_42,11.045759661382698,10.4314976042581,10.9578275608337,11.129283016945,10.758223214726698,10.8818787076004,11.062046137720499,10.90989308377,11.201511344500101,11.1586096882145,10.9091430473399,10.796850795267199,7.14974711950468,10.685624839726401,10.7698378436294,6.62935662007961,6.39231742277876,10.389093521904499,10.1472049249422,6.74146698640115,10.5137275959524,6.04439411935845,6.3037807481770995,9.89178370321831,10.8407779235951,10.8533095554037,10.964340867792401,11.410451351504,11.0525680508042,10.4367115421372,10.6564248632778,10.6474584264549,10.6602279889154,9.94626357240661,8.84040067665868,10.415792119835801,0.713964416508833,-1.5753914431771698,1.81982731225676,-0.46952854742923794,0.552736501,-0.6064308860000001,0.9296022979999999,0.33454582899999996,0.999435289,0.62680083,0.06688904700000001,2.014839313,0.265167295,0.117925399,-1.665980759,0.6889325959999999,0.191176373,1.6929913269999999,0.41608975299999995,0.063569612,0.646792252615385
MID_43,10.151016538892199,9.40726776424473,9.70735913208088,10.5830827675029,9.679480099505449,10.0768155970508,10.3641346550081,10.2667865406949,9.94836723158468,10.2070143201775,10.3955341354623,9.80413102118332,10.053925881531098,10.5736471874933,9.77643303244473,10.345405246717801,8.94251450533924,10.228818690495899,9.30606168942834,10.403012023575,8.2667865406949,10.6917435191713,10.1072170755914,9.5980525001616,9.57931593758001,9.61286849729104,12.5110113528822,10.064742764750301,9.964340867792421,10.0014081943928,10.288866074165801,10.350939181546401,9.84840561182691,9.81976614651024,10.258218133747901,10.2370932254242,0.0286394653166742,0.021124908323678002,-0.409812521920962,-0.4173270789139579,0.030489778999999998,-2.373386884,0.218368272,0.9517401520000001,0.06161534900000001,0.9781773779999999,0.428752598,-0.818999212,0.732177513,0.8659742420000001,0.171902565,0.952426245,0.403776154,1.008191528,0.659105192558823,0.9876405009999999,0.9940521459999999
MID_44,14.1272689233037,10.8368393597487,11.6626683755175,13.6696601802386,11.9581901836937,12.7563478255166,13.2134080408583,12.6341303730933,11.7151040092362,14.1292025071628,10.6987046667703,13.7026056021102,11.5891829670394,12.9918760990034,11.986553149756698,13.3030672138429,13.3391540909321,11.2963426846929,13.3441571805691,13.381407759783,10.737247343027699,13.469641817239498,12.7479831403019,12.9190495236769,11.805743872151599,12.5584207132687,12.283088353024,10.9657842846621,12.429668265133099,14.788616386250801,12.804736051614,11.8384160757973,12.0876416100543,12.4362072284163,13.0657813565885,12.6316045774189,-0.348565618362018,0.43417677916958797,-0.9781397465342181,-0.19539734900261202,0.7175132120000001,-0.368250429,0.979256638,0.51888342,-0.661737691,0.786805382,0.080171639,-1.911076796,0.296635065,0.43348283200000004,0.806426619,0.764977885,0.38387606799999996,1.054944976,0.635973784298507,0.307600062,0.8214356903720931
MID_45,11.969026702150801,11.8004955004668,11.4199601778479,11.888743248898301,11.481799431665799,11.2378074737231,11.1529185761366,12.066761932386902,11.064742764750301,11.2877123795494,11.2638560195961,11.443979542601301,10.2934716488381,9.422064766172811,10.0552824355012,8.968666793195212,9.854868383260241,8.04984854945056,9.679480099505449,9.62205181945638,9.283088353024,8.99717948093762,8.90086680798075,9.204571144249199,11.110483309816198,10.7788984760084,11.179287104646,11.543515216152198,11.2360141919001,10.7380922596205,10.609178738142,10.6429542234803,10.3970462433431,11.1112727780391,10.106619645931099,10.524505702648801,-0.7142265346960709,-0.41788605671770496,0.290426597411971,0.586767075390336,0.284629528,1.107072311,0.7488340920000001,0.135156351,-1.585582246,0.40754612700000004,0.5790084520000001,0.570281248,0.8150773720000001,0.498475412,-0.694923354,0.773482419,0.290750453,1.3100234020000001,0.52053710133871,0.6962634940000001,0.929192608946809
MID_46,8.53138146051631,8.33985000288462,8.69348695749933,8.12412131182919,7.56224242422107,8.57742882803575,8.977279923499921,9.250298417906329,9.00281501560705,8.08214904135387,8.27146302790437,8.10328780841202,7.383704292474049,7.25738784269265,7.07681559705083,8.02236781302845,7.5999128421871305,8.164906926675691,6.4093909361377,6.65821148275179,7.3037807481770995,7.43462822763672,6.95419631038687,7.339850002884621,8.51569983828404,7.312882955284361,8.56605403817109,8.08214904135387,8.974414589805528,8.53915881110803,8.43045255166553,6.8073549220576,7.64711536575611,7.9876604129664805,7.68548812791601,8.34799509078671,-0.340545047210363,-0.6625069628706949,-0.0383727621598995,-0.36033467782023104,0.226709828,-1.2572395459999999,0.662231341,0.336509102,-0.9952438859999999,0.62680083,0.935349652,-0.082833477,0.975291111,0.11320333699999999,-1.689790121,0.6889325959999999,0.210034647,1.606999865,0.4483431887884621,0.541112642,0.929192608946809
MID_47,6.49185309632967,6.442943495848731,6.98868468677217,4.807354922057599,5.7279204545632005,5.08746284125034,6.4093909361377,6.2288186904958796,5.95419631038687,5.32192809488736,5.554588851677639,6.5849625007211605,6.90689059560852,6.614709844115209,7.07681559705083,6.95419631038687,6.5999128421871305,6.96578428466209,6.554588851677639,6.339850002884621,6.4262647547021,6.882643049361839,6.3037807481770995,6.2479275134435905,5.75488750216347,5.12928301694497,5.24792751344359,7.17990909001493,6.7681843247769296,4.5849625007211605,4.807354922057599,5.4594316186373,6.07725546319861,6.23664872574091,5.878029595230941,6.2876195359412,-0.15939326254229902,-0.40958994071026206,0.199225867967675,-0.0509708102002886,0.8824140340000001,-0.150290132,0.979256638,0.69705673,-0.39741199299999996,0.877158592,0.665284977,0.44351376299999995,0.889718463,0.29722517800000003,-1.082728945,0.764977885,0.726938779,0.438904942,0.8582474641894742,0.6534694839999999,0.929192608946809
MID_48,10.585901449690802,10.304921669581699,10.6339034093485,10.3409627642517,9.569855608330949,10.6934869574993,9.684748620421631,9.994353436858859,9.68825030913318,10.053925881531098,9.94251450533924,9.4898479604393,11.425215903299401,11.413098984915301,12.5933911227917,11.3077700318907,11.685186796595302,11.3140167039014,11.445532219028301,10.6608872703026,10.129283016945,12.0112272554233,11.1382718001722,10.980139577639198,10.120237877342,9.15228484230658,9.46964181723952,10.6759570329417,9.93073733756289,9.29232163280204,10.4573808790725,9.10852445677817,10.2818680547775,10.8703139645988,10.3713358045877,10.3209473816034,-0.5884459098213599,0.0503884229842644,-0.0894677498102041,0.54936658299542,0.185825238,1.382457979,0.6066647470000001,0.196589811,-1.355931101,0.487909146,0.859672208,-0.180630635,0.975291111,0.9129317309999999,0.11133423699999999,0.95469629,0.48224938100000003,0.842354533,0.7043379117236841,0.317012428,0.8214356903720931
MID_49,12.0801513096141,12.7931968590609,11.8860775848731,12.393658591454802,11.963618617444,12.560810468727901,11.943613701614002,13.0513788996875,11.937373820192098,11.714674827307999,12.5092801680879,12.1789760113745,11.654188473059499,8.88569637333939,8.968666793195212,11.6974020075027,11.7477734005268,11.9545598469998,7.81378119121704,11.966505451905698,12.2479275134436,11.871905237659199,11.7026056021102,12.0426853722194,12.0944076330812,12.0028150156071,12.4194335507054,12.3660489506706,12.158294103604,12.0122753448561,11.8929222236306,11.8125784441354,11.569585603849198,11.7831268997729,11.916726629700198,11.7636617395673,-0.21354129592375196,0.15306489013284802,-0.347141025851009,0.0194651602055913,0.971588232,0.036177646,0.983682024,0.763393287,-0.306958405,0.911146827,0.592490718,-0.549877487,0.822080872,0.735846769,0.34415166,0.897761537,0.955327081,0.106956477,0.9818639443611109,0.660455759,0.929192608946809
